company,title,salary,joburl
Penfield Search Partners,"Associate Director, Statistical Programming",$65K - $92K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=812&ao=1110586&s=58&guid=00000185649d20839006577910610908&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_a10de0dd&cb=1672430297577&jobListingId=1008283747675&cpc=03F67E1B243A1AE3&jrtk=3-0-1gli9q86f2g8s001-1gli9q874jc9v800-6ad4f6aec2aadbf8--6NYlbfkN0CqQJ8fSTs6IWaHyuzb70w2-MvmXRF19zoGU3ZTTh-Hdd5USrJmmM8NLRd6mH8rgOPdGCSzz1hNYWvn3uZnYZCaBZVOtXF_qoNcKQZJPqHg36LQqIW85ZVpmV3jZIjHZhpEQy7V5m2q2z9h_o5PI3vH7YuUvXdjbu7LrhAURQ_eWY4IomaQo0WcvtvwtqmtT6xNrROCwcBF7JNgXDtYg3oK3_ieCryPSW_ZIdhvKyFExW6pRHEfWLeZlHNQdWWcsJ7_UThswDwP-S4lTBlSSmwwKZVUcoW0C6LNnu8u8tF64UqIUEP9zO7lu_m5H7s5E22UUtobSA53ART8MEuibSFcDfWqTkvX4QWiGsC_src5LvTjdPIE0jMoRV9mvuau40jW5otDiD4ag1U16IYjfOsT8jyhsd5ELVlylTRnOXmrsU10YOYX-PK5iBZRrXh3LLEv7QEHhtX7nWKFn0wLZQOWHCQCSkPimYRzOnnonSzo4bIoynh07qJ-_2g2r9IaWc8oZvoIOufTLQoaUekBWvg0yovuL4Vq70QzvOxStDcEtxcAFjiYp1AT
Sanofi,Data Architect,$117K - $169K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=813&ao=1110586&s=58&guid=00000185649d20839006577910610908&src=GD_JOB_AD&t=SR&vt=w&cs=1_c1f10871&cb=1672430297577&jobListingId=1008371194375&cpc=76BDADE3D6D9A820&jrtk=3-0-1gli9q86f2g8s001-1gli9q874jc9v800-1bf6d8efd6cf3040--6NYlbfkN0C0xan_tKoKpHlPk2i4OCCo2ULsOmeqWWaTHcPP_CkOCc2oqmmfJ2KN2f_PyxN_4RxLuYb5p8TUuGcWPCsqH6Q46fd--T8PVtpBRFr1RiVwjc4DGNV466EQa1mEwRO7h0q78DHSs_SUAX1sEyPjXxAKBo_LREPQlBO41qKdfYvtULN3Js9OTg105zOtQAdfsesdyUJqBF8Xv1CG7_jxQWGkC3-dP_zpgMsoRJSEW_sLMk6cDXZ3htTMLpn-gIwVDz4f6wA1fbD1axWw5vlY8S4BGIVREURQAsH4-2ljOUV5lGQ7hDk93OmoTtUfgqC-wC7QP9chhWT2Gkq_7Cjysd-qDfKCqu7eHpeXj5j27j_9pRS35oL1ByQAK26213tpdyTDP3Iv1tkTPw7WL8e7UltERdM07d7zSOq9nhVh11GXtYtd8boMrIweryU0Ggolk-Bt-N4GvcmcMqTv-ODBvfAeb-4VZQdakIvNazBZ138SI5AZs-219uxZ0itUhCkCw78%3D
Sanofi,Real World Data Product Line Manager,$74K - $112K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=814&ao=1110586&s=58&guid=00000185649d20839006577910610908&src=GD_JOB_AD&t=SR&vt=w&cs=1_d3fac80f&cb=1672430297578&jobListingId=1008371194412&cpc=853DEF62E69EE75B&jrtk=3-0-1gli9q86f2g8s001-1gli9q874jc9v800-9f0856e7052ae96a--6NYlbfkN0C0xan_tKoKpHlPk2i4OCCo2ULsOmeqWWaTHcPP_CkOCc2oqmmfJ2KN2f_PyxN_4RxLuYb5p8TUuJjSP7zm4oMKfzI10EVIM7IEGgavUPV1REvjK1KqYNRw1Jqb4jshaxXcSh0fsyMKx4ngG9K3Y3klEK3WInLq4PQLkbwbmG5vw4d6VWlCUjBUAzunMVsmPj6zkUd_ydX_r-Ky1bleG9PYKwO3PmL7cA-hx26L_2Hhv6FcIFGYHTlQGirjoTm8uXrcnH7ECHrXYc8O1v-LDgLK0FBD07y3JUYv-c7vj_Jg5SVLEApzF3kgzaJZBzd3Bu2H8JCO7qMW7Yi0JOlOCUZMRFzKx0gZvoQF0DmjEPZ-I7VuiUBJKai8kB4bG2FZuY9hQ0JT2kmTUwjY7VIcK5wbFNU03IS7-Gb5Faqzfiy8uA1CLDHgiX_g2TkW79vwgz9fwb1XdXvNgh9-a5btUvcUpcZI_kn7s81aNC5rePSQJSKS02GmGXGvSqwSNJy1Ydw%3D
Trillium,Senior Data Scientist - Long term!,$100K - $144K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=815&ao=1110586&s=58&guid=00000185649d20839006577910610908&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_6eeacd8f&cb=1672430297578&jobListingId=1008337158564&cpc=6A22310A23505C64&jrtk=3-0-1gli9q86f2g8s001-1gli9q874jc9v800-0b3c72bc907dc3e8--6NYlbfkN0BFZTBn8HwyUPs8e2u2osMVGsWqVjyo5iEHGvi4ofoXKcwiMleGLLwW7xhdhEhrcjWUvVamuc2WNi6kznJA4YWJeD29P4W9vlXtcFe9hV9reo3UMXEpcmxO9s1lgsQIHgt7AQXKdJeA9K8DZJbzBIV8JZahd-WAMWR3S6B1Zrd7h-W_Q4hK19DCgwsHh_WbQ-DPHAD8bMEgIlgAgmd281UXRsWUgoSZFd6fb2e6wihb2MYwsCNUbbZ344OqIv6Wc1mUP-IST88MM_9bPw82aU7bvS36jntKGI19ejwPM-Rsbdmo0s7mlboctrwkIOCBYhGMqp6zA8v7DQ-RuRMLrJS9kSwpiEnYDCRM6ofN2EW120cnutJwk_iZGhBkuNdbx2E9SDu29y_piwtqOAKlO0Z2OQOhcu9HkTKU-DzWUsvnfT5qgWcKyh5v6WtlhVBZfEEfA09oJUv0nSmGiKPAn5RY6nUo3yZ6-w7MBh4oV9RDYarM5iRF-S83H2ngAgKOEIi7IIICLv_nn3MwfRlLqOBezuL_0zH5NjoNBRg8VdS4YlZxOVNedcA0C6eqEHZmZpAW1fiR0SRyWrRZoEpopiGhFGXMNz5ajoIexhaJCGF_LuP-rllOnrXI4bmM9oLTmh3hOtUeW42wqZiMFfiSKZZJvmFUDshhew8sp2686GsjZDalZ76IKNHQ
XPO Logistics,"Scientist, Data Science",,https://www.glassdoor.com/partner/jobListing.htm?pos=816&ao=1110586&s=58&guid=00000185649d20839006577910610908&src=GD_JOB_AD&t=SR&vt=w&cs=1_6f790120&cb=1672430297578&jobListingId=1008197304276&cpc=1CBFC3E34E2A31FF&jrtk=3-0-1gli9q86f2g8s001-1gli9q874jc9v800-27d857cad5bd4506--6NYlbfkN0AYqjK9PWKLnqU8AJrmxEjotT7gyL3I9JcggLSaWnJ8JGErWLDlUK0aZos8FRe_0s6F_BWdo5ItNWvakL0PF4gZqrv3n9IPCOzPSWyTuEOJX-90HZpBR39vwlCIYymuyPZSF4txaEWh4UjxCFs7BWixhmXlQGpYachzIk5m9JSJ9Se-Tk7dFhrRJwg48eXMq9xOjSaFkl9E6U9Prb4BEE_yYxpNRdx-rs3976lgURSkLkW6MWtvZVQfXVJD2E_I-i66eZUlqIkMXNraMRATyEF0Xmx6fiZh6d76oeL6mTpQARBZb38HgQZyp7kMJ21J_bu5Naa-FyoKg8dbpB4sssqAtdA9cytKzxx9dTfLzTeeQ3-ZJKcIARBd1aj-yHY_UM1cXFqYZGEyx2JOvq5ipOs22yVSDfaChmKkAY4uujQfK7vu0mIwqDNnl5RyibNO7Y7l_s5z2hJB5F7jNhHHrZmh-v3pLi1UD3456xIXWQ_b22Dr4ajaho7qQqx-tTP4MkxhKU-ZFm9pgjSrbeGjCrzUgMceVUVAIKprSZINdZLbRUefa1DdU6AuwOdexpTMF81pTvH1REcej0ygXmhNGUsUZfeetqYbdR6A4gu3SyF3Np0D6TS9jSJGUTJd1nEpPhsPk8eLfW77D4yltnExTtsgs83ct8wRVffSb2IvZL3Bj4DNtaRz1kKxdSF23u3fzth85J8HTe8hMlSgZiGtGnZy6lC-cO3MZAwXvQkM3BoyHc7pYPgvrtSokYxKk2_3odgLJMdz5oY1Bo1DzdTklQ1wgOCV7WVce0ZMx0wk7Aihz4-NNH-1HB5N
Liberty Mutual Insurance,Data Analyst/Senior or Principal Data Analyst,$79K - $140K (Employer est.),https://www.glassdoor.com/partner/jobListing.htm?pos=817&ao=1110586&s=58&guid=00000185649d20839006577910610908&src=GD_JOB_AD&t=SR&vt=w&cs=1_9053e3a0&cb=1672430297579&jobListingId=1008224401239&cpc=1CBFC3E34E2A31FF&jrtk=3-0-1gli9q86f2g8s001-1gli9q874jc9v800-eafcc537f16b8f4d--6NYlbfkN0D19kSVUiNzG2UWy1lRGehFMusHrHGUl8ru40ax50wmt-THYVDVXiQ1RxehNPznEJH8kyg_GEyBCLvtekR6ijpOF_5GohxRfLTcsuAxTT6h7XrAS5jy7QR0QtW3FbaQrQCy1UOW9fVG3iSf9z64hJs07gHVAWr3mV9nZEHTjAW7EYCgsLtAvwmlRB3IkdCVaf-5MJ0Ivtz2jk2cj5Y72smi50kkHquNQ0Q0Wo4B0fpzoAYJBIrl4ASFz71LP4UrRgyLPoelI8UTCqfSamS6d6NWZEArywP5dL0ZoTEhKe4ywlQw57dyH3eEL0Ch_5XmsQZItt1xBrxlrhXxE9EFvQUPzBo2j33xaLUbXYJzwXf-YMO1yVmrsPMkvSd6O1PqAPUVofBB6ewKW5yjvm4_grACpeDawXQsDRtD7GZn1MxmhhYYOTBDCjn0JEGmbllseLdbILenbv4N0_FJj2ah2HBj4vjXliLLDnXwX2uP0lUQD2SlaV6cedgx-NdSQCUYDx2Zt59YigXe8Vd3RxWOuuDs0OpGCQWQfkWYBo6uVanuSGESkxs0n2bKrkYBNMLUNOvhcG3Yr8AD6e-Ea1FfrkiuJBofgePNsFB2HosLP2YZPhX4gCiM5biVLZCPVEm5FrHSGAar-up7NG7ho-xXePNPySF-Yk0DIpe6dr3tY2JLViQRlEolajRELkb7z-AvCtNdRf9EM_r8TSJGo17LYEZD7UO1CKoUzso%3D
AccruePartners,Sr Data Analyst,$83K - $116K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=818&ao=1110586&s=58&guid=00000185649d20839006577910610908&src=GD_JOB_AD&t=SR&vt=w&cs=1_a91f6869&cb=1672430297579&jobListingId=1008300072431&cpc=7F6F94E2229B3AB5&jrtk=3-0-1gli9q86f2g8s001-1gli9q874jc9v800-314d4a74b551527d--6NYlbfkN0Cmq1pj5Dwku4j-j-jMxiR3p8DjIx5wPgrGZP7N5_dynGcPrp9S6jFTghBGlLhymrCdEZMBNymcuneHNB5ZquDNeR7OfJnn-5VdQHFqFQWP5mess642rZQrsX-XM6lErdedQ3uWhJ3eSU-wLG71nb9nBOQJ5r4GSx-AXCM87BCcFT3JLA4EdNkDWo867_OEFNWnrP6__2xSrfwh-viz6PL66DIF6R0oh-yAgE2SNuQ78FotKeG-8gxBdbvCRm7qSPvR8KOx49Uq-7mIHjyoMmzDp_qkWkYSNvaf2QMPsy21NXjZC6L9JkSvgFH3At1vTBPlHUUFUjtDU536sFPaedqYjahFolfJs3F50MxRKBKCQdfHvledbZh4BZo_Zz-G24l68yaKnQbk-4wM4mXBQHjBnldBCBFU8cqv_r_uoWbIdBxpCrmeSKmaSkbLydOCBxqvZRSp6jZpOsnEpYopD0NAGNrq-9pI58Ijh0bI9-HMwNcjFuXwkKBmnVbuxeqsIGTLZ7uRPTXu2aPvZtRseyLQG9KVqzeCr3dn40cGv50aZ8vLr-oOm9pXhLPInMQ5Beg%3D
Verizon,Data Scientist,$87K - $126K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=819&ao=1136043&s=58&guid=00000185649d20839006577910610908&src=GD_JOB_AD&t=SR&vt=w&cs=1_c21ddb7c&cb=1672430297579&jobListingId=1008377197222&jrtk=3-0-1gli9q86f2g8s001-1gli9q874jc9v800-64365cf4c54c48df-
CyberCoders,Senior Data Scientist,$140K - $160K (Employer est.),https://www.glassdoor.com/partner/jobListing.htm?pos=820&ao=1110586&s=58&guid=00000185649d20839006577910610908&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_b32c9545&cb=1672430297579&jobListingId=1008369131318&cpc=451933188B21919D&jrtk=3-0-1gli9q86f2g8s001-1gli9q874jc9v800-b08e5c484c5d1643--6NYlbfkN0CpFJQzrgRR8WqXWK1qKKEqALWJw739KlKqr2H-MSI4eoBlI4EFrmor2FYZMP3muM3bApotpwl8jNqm9yCEtZwqnD76g76hDOVAR1mUvdQG5IYXAA1fVi44bImWa9KqoEci6XOCqrOuRiL6DftqmuJ76yngEeEbIhduE4teAvRCWzzPWPvPYzMyTCF4pbfsVLmWnD0ltDTc5BQqUq0ezebRtsDhSolxixlh1m8f39e3bK-jUxSD5DKp-SgO3_Qd5huE-LQQ3_R2tZejwLr0a7Pu-6nF3jiliqv_ZT9ZrCGyXkB5fO495yGLGkeXRmxFcRFuqQxU3FVHsHOe_T2_XMzS7_lJ47iw6S6ZVUbBwMsKxz9CXiQLz5HyG3wjfW6fIxBgNkPR5k715uUEBNVLfDgsLBFuoc2hhCcyv_j9RXqIzGU4Qby7XCaX6EERgrUlhfpqeF0rrklC5KaHVV8RX6sEy-t6f6xeTDuINU3nEi2piebQpcHIYNWr6xide7jGAzWOqjGgDPgmoD0pDgj-d4GVehHRb0h1AQajU-fANAEAMfYZ-tQ-Tr6hDjPXG6BND4l5T_RuJ4zTcBN1eqJTXZnfJ-vtI3eztu6mopoUGNRdM1pM7sxce41lNAppzwAevP_F4FGoXcPQZaUtBmVEkMpjlKZYlSyBreQLKIb7pEbIcRTSWi40LLechWzqrbnzTa-64y_07zkqpYpJKaCyFnyHH-DI3YomHMEqZxOD4Dy2213C68izGkuTgsiKQtxdDUSZFBr4Ey0-Jbqk_JAKJ4QYrLs-evndiWU9LG4TalXLsYxh4Yxstg6q43p9jiR25YJZ1uSzmx32DycfPHZlad8mq3I4BpRTf1c694IRG-SCMHJkbYR43W-RuiSDqIhV6oyJkdWXhJnVtx0LPCgl-mr5G6omGxQZyp_ZRQ4yKXbjVYlIHca5o3hqyl7V8RwNeoRFawvfnLYK_kPnm9yQmRs1vz9rlq7g3pBPasrTzxFWueRgprmjlnHvcsxnvGdOUgWAaRldJV8nOM7Q7qNnt-L6brZPVaRSaYdWVt6gzatlfZ6g46aXo3OZpQe5MvMMIqb6G6-Pt0GO5SkBSMxtQYlR-VKSpV4hNZU%3D
Moderna Therapeutics,"Data Scientist, Clinical Operations",$123K - $201K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=821&ao=1136043&s=58&guid=00000185649d20839006577910610908&src=GD_JOB_AD&t=SR&vt=w&cs=1_c61e2ef3&cb=1672430297579&jobListingId=1008367087283&jrtk=3-0-1gli9q86f2g8s001-1gli9q874jc9v800-3faa53cdce5fa8c2-
Brigham & Women's Hospital(BWH),Data Scientist CO-OP,,https://www.glassdoor.com/partner/jobListing.htm?pos=822&ao=1136043&s=58&guid=00000185649d20839006577910610908&src=GD_JOB_AD&t=SR&vt=w&cs=1_9a98dc10&cb=1672430297579&jobListingId=1008286267607&jrtk=3-0-1gli9q86f2g8s001-1gli9q874jc9v800-7545e9be5a7ea624-
Massachusetts General Hospital(MGH),Data Scientist,$86K - $137K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=823&ao=1136043&s=58&guid=00000185649d20839006577910610908&src=GD_JOB_AD&t=SR&vt=w&cs=1_14ea4cd4&cb=1672430297580&jobListingId=1008352491171&jrtk=3-0-1gli9q86f2g8s001-1gli9q874jc9v800-ce0bb1450f16a62e-
KAYAK,"Data Scientist, Marketing",$126K - $183K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=824&ao=1136043&s=58&guid=00000185649d20839006577910610908&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_34940c0b&cb=1672430297580&jobListingId=1008315859156&jrtk=3-0-1gli9q86f2g8s001-1gli9q874jc9v800-328023f6e409299f-
Celsius Therapeutics,"Co-op, Computational Biology (Data Science)",$78K - $121K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=825&ao=1136043&s=58&guid=00000185649d20839006577910610908&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_8a71669e&cb=1672430297580&jobListingId=1008364664599&jrtk=3-0-1gli9q86f2g8s001-1gli9q874jc9v800-8c991b11f52ffc1f-
Gradient AI,"Data Analyst, Product team",$90K - $110K (Employer est.),https://www.glassdoor.com/partner/jobListing.htm?pos=826&ao=1136043&s=58&guid=00000185649d20839006577910610908&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_26ff64dc&cb=1672430297580&jobListingId=1008349264850&jrtk=3-0-1gli9q86f2g8s001-1gli9q874jc9v800-b286e629e58b3553-
Deloitte,Bioinformatics Data Scientist,$89K - $132K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=827&ao=1136043&s=58&guid=00000185649d20839006577910610908&src=GD_JOB_AD&t=SR&vt=w&cs=1_2bdd889e&cb=1672430297580&jobListingId=1008303235018&jrtk=3-0-1gli9q86f2g8s001-1gli9q874jc9v800-10a2168bcfb2b91f-
Dana-Farber Cancer Institute,Data Scientist,$85K - $135K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=828&ao=1136043&s=58&guid=00000185649d20839006577910610908&src=GD_JOB_AD&t=SR&vt=w&cs=1_3f7f5995&cb=1672430297580&jobListingId=1008366580433&jrtk=3-0-1gli9q86f2g8s001-1gli9q874jc9v800-be672e037e798222-
Locus Robotics,"Data Scientist, Machine Learning",$94K - $139K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=829&ao=1136043&s=58&guid=00000185649d20839006577910610908&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_f42234a0&cb=1672430297580&jobListingId=1008182243246&jrtk=3-0-1gli9q86f2g8s001-1gli9q874jc9v800-9446a5c52a2f8e53-
MIT Lincoln Laboratory,Machine Learning Software Developer,$100K - $138K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=830&ao=1136043&s=58&guid=00000185649d20839006577910610908&src=GD_JOB_AD&t=SR&vt=w&cs=1_b82d21cb&cb=1672430297580&jobListingId=1008254765210&jrtk=3-0-1gli9q86f2g8s001-1gli9q874jc9v800-a5a6da7d07e4b26a-
Novo Nordisk,Principal Data Scientist - Integrated Omics,$116K - $163K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=901&ao=1110586&s=58&guid=00000185649d2fc2b60a7bf143c3f91f&src=GD_JOB_AD&t=SR&vt=w&cs=1_abd428c2&cb=1672430301471&jobListingId=1008365560834&cpc=66625C18893C0C14&jrtk=3-0-1gli9qbvdh4f1801-1gli9qc02g4cv800-73f109f610fc8d48--6NYlbfkN0CwTb2KBSy5XqLXEHj5_mYBmDWKOk7XTvk_LICJOppi7cB4B2F4ZeEB2sl2BCaugXbjsh3cdkc3-s7BbnC29ggph53qbwBkrTZ0By2YU94sFIesb93s3dxIJG9TzQlBSFxm8oSDTvOA33vMAgt4xdvOCLtFR0BMKDBs957pei6PkNvhaKwsVmahY6PwnoPpBeumPUUhccSaFhpV8yjhcb-ThZF3ibTPS-UDrDsGncgYhQ53RlUqVelS836Ar-eOqzZPLbk80MmAybPLPCZ4qhpOZ2fsYrbnBY1k5r1jwytePiTky_dMxBZIiBQ163YEzu7pbWdETBWwE-0u6x8t22FJ3w5D7dhh4Mr3EDUpTDVIje3zKIVm2oEW9_JKftVgk9QFrH2ozLmDM9Mfd-iU77CxRQs_EQa4gsOMvhiDOLUZvsHPQU_JubcfzRNp-i3vIi153ncuuKR6X7eqMJl-kLmcqFg9doBQa6b6Qo3QePRd87iDDIhGxn772ak1ArvyVXGQg12f-V137HzOYi_egzC7b0lpLTPArAHnBUOcd0YGP3KKB4-8asqWo_BjUQhmxh89vaUeGtZa9oNeIJQB75M_XdNexwNFs5rhckXwm8YeDHVBmUwcx5WrwtnXuUe3qPhFS50VQOQUCGgxTotzS3JMRlsJSSd3Z2YaMoG7M5kYAswZKcov8Dzqh1A0DEYnTJQ2D9AwBRq0CPjX7qjS0sW1eumcHVdXKPC7twCAf0dU0kebAxYuzcgLxMC1bKq5qDWYAVQH-sgQTA%3D%3D
Takeda Pharmaceutical,Data Scientist,$102K - $145K (Employer est.),https://www.glassdoor.com/partner/jobListing.htm?pos=902&ao=1110586&s=58&guid=00000185649d2fc2b60a7bf143c3f91f&src=GD_JOB_AD&t=SR&vt=w&cs=1_546ae0a4&cb=1672430301471&jobListingId=1008371196097&cpc=AB6E7ED505984E67&jrtk=3-0-1gli9qbvdh4f1801-1gli9qc02g4cv800-069025bd9fde796c--6NYlbfkN0Dpk2nRRB2qCzcWtelMs6RnOpE2QQykp_Gr47Tac0r5hDEdwdkk2Ow7twNJrlx9aOfkw5R7Y88VMXTK2U1NuL6c0c0B-rzeAsypmYX7bkytGvvpe8BcrSHz9ixuDG_ZJ5rJ3df8fqTWudYZJONEHvRaPNOiWS1aIH0A6uZ9WVOuAV68LRAUkRgJY5TH36LCO926U3ClPH9yBD97SjV5eXn7hNhm33x6lWBgjwv_x4lly6KnloCqfbCVxpqe8E5bX0iceFWaVJCTyfdvEMogu4rKJxba5fnjTr7-zb7rfkW7wpc-UABiXY8jPc7v4v57TbtXYLsx3zBWidGiyD3FetlkpgcIUc-5MgRUl1rJWiTuqSjvsIyEQHDm5UUQdTeWkvIYDApyIJhVloSl3lGNqqMHJ2yWfj_lHneBHiepbEAzroqbvM64G2vKLxJgZ880OlIDarfM6Cibn6rLdf1Uj6VI1hkfNnPYnKowTCwj_eR-7O0VBKrw67NusgNhDnk1Cn0%3D
MAPFRE,Data Scientist III,$113K - $149K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=903&ao=1110586&s=58&guid=00000185649d2fc2b60a7bf143c3f91f&src=GD_JOB_AD&t=SR&vt=w&cs=1_d31c3147&cb=1672430301471&jobListingId=1008286815728&cpc=FD0C804CFA90C8E1&jrtk=3-0-1gli9qbvdh4f1801-1gli9qc02g4cv800-d46c98c0fc1f98c3--6NYlbfkN0AwEZ6mhMgka7briuW-jsPBzCgPzIg005y4KQqZG50R3ETlY3WqXso4PpZLnOBzoMrWMsfywREUNt5vyu7NTniwqWiIhh77-SKoz1ET4bVuo8twr9sxi6Kq3H0dAa6e7stja-47omturbwUGlIcH_PGx0NOxFlumREYq6OYWPOy3O4K1-7-RszJZJ-NHXFDm59TwqgrkRfLbytZIg7JcrV2NbSPuV3jSfjYAmS7ViATI-27I4w6xV0B7ov-RVwG4Nedhw9b2yeAQ50vab7qhbGZF9YNDyJH-6xL-KP9MJDmHw5wOjAk1w2PXbEo97KoSRgWbcpBnx-tbtIk_2DTbA4N3f_F_8BQK27j9fCwUMuejy3TS7vF8eL-l6zvXs7sMCXgsqoEDj6WJHkqyuLqT-cnKGcjxY2wXq8K9x7X1Q7G8Nk1DmZk2fQXRRiJXvwsnjX2flMfvzsY_JRKjhVH3_f6bf2Gniyfxbx0vTxvtHo2TAusRpXh2I-KpVW2El4gHJTT0TGS0A6aq8b4MbzgH4upWerQ7gJRBwX3sR3rv7Q0P1jK7q6HgU5-ZRh91XzIrvpMVjRjU9e4CeV7-EKzTkH70ARoV8RZQw5AHEaU7AXNBDsn4rxaWEQeM4C_KI5yjbY%3D
Magna International Inc.,Senior Software Engineer - Machine Learning,$104K - $156K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=904&ao=1110586&s=58&guid=00000185649d2fc2b60a7bf143c3f91f&src=GD_JOB_AD&t=SR&vt=w&cs=1_0651cf0b&cb=1672430301472&jobListingId=1008358746124&cpc=E612658DDC0BF6AD&jrtk=3-0-1gli9qbvdh4f1801-1gli9qc02g4cv800-2063eb35c1fd9265--6NYlbfkN0BhzccpF6ixtd7idYJbEQGIAi-EzCSvYwQR_MosPHJqIVzfIuGOhUeNKntensUJ8tbqiSjIqNXBxCGU36fbWN-2T1HYicuoJLMvqC2DXxB-HkFSVXk4kzbDfPWtflHb_PWV60L0cEXZ023UL_TItNguOdUr65H6C4m9pQtdo2_CdJeBBKTSn78i0lh2HHgExJENxCN2NfQVXl6Bbajvcq-b7sfHMWkwInTnVG2zDGfbEzFNPVtImsevAiZr7prjj0rzdeuyxDxRtn83OoKrNJ9l-Fd4OX8e0xhSbulduirSfko5tRSrumtYL7UU-IddhKpdDywi-Com8D8-kDo25CKEV40VoCrbsarswEqU8fXWhtccvvim0TaCmpSPdo8go2scwD7YPJuebTRmTrw1Me3_DSNSbJxwDYpbU7K9Hxe0oElrLt_tuhRjBNgYZe8fpTGKBDA_ZN62TbyIYTQb8CBgXUqy8Ps9PmbQT0QxgDPz7ruTlHvxpxB8Tk8aHsD_2d8_w1rf2Hq8bUxORmgLvRqlWc3bZ_vJW9y82_8QidLpM52tTxtvLv22
Cirkul Inc,Lead Data Scientist,$108K - $154K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=905&ao=1110586&s=58&guid=00000185649d2fc2b60a7bf143c3f91f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_174c8404&cb=1672430301472&jobListingId=1008324766458&cpc=3028881457C6165E&jrtk=3-0-1gli9qbvdh4f1801-1gli9qc02g4cv800-6ebc60fd6ed7b047--6NYlbfkN0DMiFM2DFaCxWVgUXAQeV1PT-6RmaTIEUC9UBgdAka0fSIYyws7cAL6H3Ew1nXMkV6Nga0tgRJy5d3fzohcgf2n1OlshKXT9oE4_0d0aXpuWKPMnsbAWmqSFJlyxQ6M0onGb9Tsxk59QNLUzr23d1XNFiet_D83zC-pRtr1HULTzASIOqve4kw_nAsg8ayHjHPARCNjqstm10mMu9NQb8svGmd5SfpRfK4VoBXxZuhM6hM0uCdG1hI0Dq6aOcoRT89jjim3kug0tjMZbHE57xZMCwSd0oP5r5U5ydeGlaRBEiWzy5rlGiViBhDLY0k4XzUHBM4nxrh1qnlB0c0KmPtbz5B7IBbrhd8BtFg6logFVj49VYMcl5Olb0o2sL4F3YLvuPYfNB3824FGVMr-5WdzUtTXQ4E2TGfcDf6nuvlGa-yfz6Xiv4yWn2RhTM0yizr5sbolS5WMiw4y0f9P5vpV7JLpQPgu29oWxkSSuRVRTis03p3yFaRXlvY6dHrN1JNN3eljuLezqip9MabMtRJaOq9U3cVdlQk2Bg4BunPXhJHbCbljgxaxRd2mlBmShFlIujuDfOLal-Dq_zfmCbnptmndKdt24jC7ZQxGdFcPbYYKp6DBiCQvm8KiYx-OvH2VhfNGDxylgVB1rccO5__hPIxq5ymIt_VihcFTUAn8smb2gR0OAyplNulf_5yLOh9hNNZkv2QILeUzcXZTp7dozz3IYqWp2so%3D
