company,title,salary,joburl
Cognizant,Lead Data Analyst with Snowflake ( Onsite),$118K (Employer est.),https://www.glassdoor.com/partner/jobListing.htm?pos=426&ao=1136043&s=58&guid=0000018564a84ad98ed63c9e83cac210&src=GD_JOB_AD&t=SR&vt=w&cs=1_9471157d&cb=1672431029286&jobListingId=1008331694303&jrtk=3-0-1gliagio2k6cr801-1gliagiopjc9v800-d455df5fb48d7b63-
CoStar Group,Commercial Real Estate Data Scientist,,https://www.glassdoor.com/partner/jobListing.htm?pos=427&ao=1136043&s=58&guid=0000018564a84ad98ed63c9e83cac210&src=GD_JOB_AD&t=SR&vt=w&cs=1_ecdcf653&cb=1672431029286&jobListingId=1008334818070&jrtk=3-0-1gliagio2k6cr801-1gliagiopjc9v800-da9c7fd125642bd1-
SiteOne Landscape Supply,Senior HR Technology and Data Analyst,$63K - $90K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=428&ao=1110586&s=58&guid=0000018564a84ad98ed63c9e83cac210&src=GD_JOB_AD&t=SR&vt=w&cs=1_29bf3501&cb=1672431029286&jobListingId=1008333042524&cpc=3BA4CE39D5B5DEF5&jrtk=3-0-1gliagio2k6cr801-1gliagiopjc9v800-e45ad6077a6d2200--6NYlbfkN0BVsixFmlULvrVjrGCDWzEhmv5gBx-GdJJMNrok3jEs-2GpYzHNuS9AlqbVNZYyjAIzfiimPmeACxs2ajp75xZUddAXQ9o4yyWGzoJFV4SsUmVfbZgS81D-p9GNXRPI63tctTy77e-1iA0ajV-LCsY0T5dYhImzQBGsC5tuYzQGuLdbAETt91M81cvUtvmOg0C0DLPFV8enm3K0Ult0Gp_TnATR1tH3U8Ijr1AbGR0ia1sxzXyFUz_XpAnbOCySlZKDJ3JYdTZU7Onwj6wEwmbJOVtwgl-Erw7UanHTikpfbTAZ0ORfYWciljPq2Ir3ccRDAT7-YmelnWh4c32FJnM0xrEW-L55ycqzJqJ8UI_GbeALdxNArvEPF9A1VbThaYQv0O1wOCOgdHDFJ6CEbwm5bLmb_ZEcnW7db6F37DbD4Pp4HUiaecuDvp3-RuOGQV9WrEs4Hol6jVbcQddWZhYr9jgdwFpkF6UG-VX7eW5DK2D6X1Puvr8D7uB2gHtPli6pIE2nLwLMv65bdogX2oYaOjJ-9ExuY7u839ZI5_WRNnjBoSQiVCHGa4-RW75MNsonjWV6tke3w-fkjfYCGDRTzMJaM8qRAokBuikRSxZUfGELT6OC-J5CLangbv6QqOB8qtv4jG2cRPbAhKbrE_KtPYwiIp7ATqMSwGkYX2R-llzbIt0nc778DSbvA6zBhrV4b4cN9jkWBmvU3j-1N84z2HC0NsqyeISNFDzaFQF4DdWKW8nA00KaCZrSA1oO8yA5zNwLsV-daqSuhC9DTVje
HD Supply,Senior Data Analyst,$74K - $101K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=429&ao=1136043&s=58&guid=0000018564a84ad98ed63c9e83cac210&src=GD_JOB_AD&t=SR&vt=w&cs=1_1480b681&cb=1672431029286&jobListingId=1008257954302&jrtk=3-0-1gliagio2k6cr801-1gliagiopjc9v800-747d594fb7bc9369-
"Systems Evolution, Inc",Data and Analytics Consultant,$81K - $117K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=430&ao=1136043&s=58&guid=0000018564a84ad98ed63c9e83cac210&src=GD_JOB_AD&t=SR&vt=w&cs=1_4a993de7&cb=1672431029286&jobListingId=1008267921605&jrtk=3-0-1gliagio2k6cr801-1gliagiopjc9v800-6ba3b7414db107e4-
TalentMovers,Data Science with Python & AWS,$78K - $158K (Employer est.),https://www.glassdoor.com/partner/jobListing.htm?pos=501&ao=1136043&s=58&guid=0000018564a85a4689f6d80fa0da540b&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_8b3e8e02&cb=1672431033268&jobListingId=1008123427041&jrtk=3-0-1gliagmjrh4dd801-1gliagmkl2go2000-9d922155fcef855e-
PRICE WATERHOUSE COOPERS,Data and Analytics Manager,$82K - $121K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=502&ao=1136043&s=58&guid=0000018564a85a4689f6d80fa0da540b&src=GD_JOB_AD&t=SR&vt=w&cs=1_582d5f50&cb=1672431033268&jobListingId=1008268027143&jrtk=3-0-1gliagmjrh4dd801-1gliagmkl2go2000-321a7fb9128d002f-
SiteOne Landscape Supply,Senior HR Technology and Data Analyst,$63K - $90K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=503&ao=1110586&s=58&guid=0000018564a85a4689f6d80fa0da540b&src=GD_JOB_AD&t=SR&vt=w&cs=1_8c02da27&cb=1672431033268&jobListingId=1008333042524&cpc=3BA4CE39D5B5DEF5&jrtk=3-0-1gliagmjrh4dd801-1gliagmkl2go2000-e45ad6077a6d2200--6NYlbfkN0BVsixFmlULvrVjrGCDWzEhmv5gBx-GdJJMNrok3jEs-2GpYzHNuS9AlqbVNZYyjAIzfiimPmeACxs2ajp75xZUddAXQ9o4yyWGzoJFV4SsUmVfbZgS81D-p9GNXRPI63tctTy77e-1iA0ajV-LCsY0T5dYhImzQBGsC5tuYzQGuLdbAETt91M81cvUtvmOg0C0DLPFV8enm3K0Ult0Gp_TnATR1tH3U8K1tLybnLb4f4I7NNpqcTYaPIJvgQ7ZidpTzDoaH2H1mhStZPz9wl9Z2q4xr1bRTXI-Gk06oCeDIbimbGozm_v0cHEAxE4KRob85BQKdpyIe-IFFMy9hfR9_Ra2IC0opihwB0gTn-prUe4EeaSXXTjKOE1tFfO_YJvDoy_vkj0QZcge14ZTixFA0ECmcZ1E2Id9K645caSciXtclMqOjXFxrD522un69wJtBvIX7B1kPo8r_mURfM1zHNX-jvhPuSzsy7_LbEI3wPmWIchwXsXOBOFbjPAsErDVkyRkJdgFgZfP_8jFPEBu_hsRgq-xl3ELSdZxKRPCC4t5tJvjp1PRDl2Q6cinmFVxsnlKwx6XFkmkrGku6HTBqriQurmg7nDnwquMzUASgWE8PXwtGN5y_GvpCxinm6H4pai9RaVgixApXAtja7dNfdp2nu6Kg7FFMfQ9I4mMLzz9kwSfbzPp5qX1tM4OukZlfFshTJ-GXujipz9cmyh9NOJ9bv4EFH1kvX_1HRH8jSAs0R_DUsx4Wkr5D6kXpD9UM_T7IcqN0NKgeAk99MuI
HD Supply,Senior Data Analyst,$74K - $101K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=504&ao=1136043&s=58&guid=0000018564a85a4689f6d80fa0da540b&src=GD_JOB_AD&t=SR&vt=w&cs=1_3c9129c4&cb=1672431033268&jobListingId=1008257954302&jrtk=3-0-1gliagmjrh4dd801-1gliagmkl2go2000-747d594fb7bc9369-
Unum,"Senior Data Analyst, US",$74K - $100K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=505&ao=1136043&s=58&guid=0000018564a85a4689f6d80fa0da540b&src=GD_JOB_AD&t=SR&vt=w&cs=1_871d01d4&cb=1672431033268&jobListingId=1008273071770&jrtk=3-0-1gliagmjrh4dd801-1gliagmkl2go2000-32fd69d238758a3a-
Circle,"Senior Data Analyst, Finance Reporting",$84K - $113K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=506&ao=1136043&s=58&guid=0000018564a85a4689f6d80fa0da540b&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_1cd93ccd&cb=1672431033268&jobListingId=1008292565270&jrtk=3-0-1gliagmjrh4dd801-1gliagmkl2go2000-59c4e45e909e23d9-
U.S. Bank National Association,Senior Data Analyst,$72K - $98K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=507&ao=1136043&s=58&guid=0000018564a85a4689f6d80fa0da540b&src=GD_JOB_AD&t=SR&vt=w&cs=1_ccf0f97b&cb=1672431033269&jobListingId=1008324148691&jrtk=3-0-1gliagmjrh4dd801-1gliagmkl2go2000-2d2ad90e6671edab-
Porsche Digital Inc.,Senior Data Analyst,$80K - $112K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=508&ao=1136043&s=58&guid=0000018564a85a4689f6d80fa0da540b&src=GD_JOB_AD&t=SR&vt=w&cs=1_a8f0934d&cb=1672431033269&jobListingId=1008237461034&jrtk=3-0-1gliagmjrh4dd801-1gliagmkl2go2000-f7fdc5eb542d6f16-
Simon-Kucher & Partners,"Director, Data Science- USA",$97K - $147K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=509&ao=1136043&s=58&guid=0000018564a85a4689f6d80fa0da540b&src=GD_JOB_AD&t=SR&vt=w&cs=1_72649a07&cb=1672431033269&jobListingId=1007808649058&jrtk=3-0-1gliagmjrh4dd801-1gliagmkl2go2000-332d406a793ae280-
Xometry Inc,Senior Data Scientist,$98K - $135K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=510&ao=1136043&s=58&guid=0000018564a85a4689f6d80fa0da540b&src=GD_JOB_AD&t=SR&vt=w&cs=1_93d45e50&cb=1672431033269&jobListingId=1008030700917&jrtk=3-0-1gliagmjrh4dd801-1gliagmkl2go2000-1e224192f464b593-
Keysight Technologies,Expert Machine Learning Engineer - Telecom,$93K - $132K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=511&ao=1136043&s=58&guid=0000018564a85a4689f6d80fa0da540b&src=GD_JOB_AD&t=SR&vt=w&cs=1_49e2f07e&cb=1672431033269&jobListingId=1008321246472&jrtk=3-0-1gliagmjrh4dd801-1gliagmkl2go2000-c465be4d8e2657d7-
CEDENT,Sr Data Scientist,$100K - $135K (Employer est.),https://www.glassdoor.com/partner/jobListing.htm?pos=512&ao=1136043&s=58&guid=0000018564a85a4689f6d80fa0da540b&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_f76f866e&cb=1672431033270&jobListingId=1008280910406&jrtk=3-0-1gliagmjrh4dd801-1gliagmkl2go2000-2477cbb05cd8c991-
Credera,Machine Learning Architect - Data Science,$97K - $136K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=513&ao=1136043&s=58&guid=0000018564a85a4689f6d80fa0da540b&src=GD_JOB_AD&t=SR&vt=w&cs=1_bcd0e946&cb=1672431033270&jobListingId=1007551071160&jrtk=3-0-1gliagmjrh4dd801-1gliagmkl2go2000-4570d57f7bb4296b-
Clari,Sr. Product Manager - Data Science and Machine Learning - Remote,$83K - $121K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=514&ao=1136043&s=58&guid=0000018564a85a4689f6d80fa0da540b&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_e1b53fc0&cb=1672431033270&jobListingId=1008233754877&jrtk=3-0-1gliagmjrh4dd801-1gliagmkl2go2000-37615eb3e0924e09-
Norfolk Southern Corp,Senior Director Analytics & Chief Data Scientist,,https://www.glassdoor.com/partner/jobListing.htm?pos=515&ao=1136043&s=58&guid=0000018564a85a4689f6d80fa0da540b&src=GD_JOB_AD&t=SR&vt=w&cs=1_c63899f1&cb=1672431033270&jobListingId=1008272038884&jrtk=3-0-1gliagmjrh4dd801-1gliagmkl2go2000-11c619120d14e6b1-
Iknal Semikan,AI Software Developer - Work in Sweden,$67K - $100K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=516&ao=1136043&s=58&guid=0000018564a85a4689f6d80fa0da540b&src=GD_JOB_AD&t=SR&vt=w&cs=1_df1d35a7&cb=1672431033270&jobListingId=1008311643686&jrtk=3-0-1gliagmjrh4dd801-1gliagmkl2go2000-bb5bee94b87eb089-
Xometry Inc,Senior Data Analyst,$79K - $107K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=517&ao=1136043&s=58&guid=0000018564a85a4689f6d80fa0da540b&src=GD_JOB_AD&t=SR&vt=w&cs=1_9caa5b88&cb=1672431033270&jobListingId=1008353506237&jrtk=3-0-1gliagmjrh4dd801-1gliagmkl2go2000-dbc8358d4424324d-
Xen.ai,"Product Leader - Banking, Financial Services, Insurance, AI & Data Science",$67K - $104K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=518&ao=1136043&s=58&guid=0000018564a85a4689f6d80fa0da540b&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_1d4df601&cb=1672431033270&jobListingId=1008292146348&jrtk=3-0-1gliagmjrh4dd801-1gliagmkl2go2000-f7044433ed237203-
Norfolk Southern Corp,Computer Vision/Deep Learning Scientist,,https://www.glassdoor.com/partner/jobListing.htm?pos=519&ao=1136043&s=58&guid=0000018564a85a4689f6d80fa0da540b&src=GD_JOB_AD&t=SR&vt=w&cs=1_be5fc48d&cb=1672431033270&jobListingId=1007586260291&jrtk=3-0-1gliagmjrh4dd801-1gliagmkl2go2000-8b1a9699245f193c-
Skill Quotient,ML Engineer (Python test),$70K - $104K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=521&ao=1136043&s=58&guid=0000018564a85a4689f6d80fa0da540b&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_843a1bc6&cb=1672431033271&jobListingId=1008301849396&jrtk=3-0-1gliagmjrh4dd801-1gliagmkl2go2000-a523289001f1fedc-
Capgemini,Test Analyst - Data and API Automation Engineer,$68K - $93K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=520&ao=1136043&s=58&guid=0000018564a85a4689f6d80fa0da540b&src=GD_JOB_AD&t=SR&vt=w&cs=1_738e88ed&cb=1672431033271&jobListingId=1008111392556&jrtk=3-0-1gliagmjrh4dd801-1gliagmkl2go2000-240ac8f8353ae17b-
Circle,"Director, Data Science",$100K - $148K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=522&ao=1136043&s=58&guid=0000018564a85a4689f6d80fa0da540b&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_b1cd836a&cb=1672431033271&jobListingId=1008313655576&jrtk=3-0-1gliagmjrh4dd801-1gliagmkl2go2000-78dc74db2b3c5d5e-
Honeywell,Sr. Data Science Manager,$83K - $118K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=523&ao=1136043&s=58&guid=0000018564a85a4689f6d80fa0da540b&src=GD_JOB_AD&t=SR&vt=w&cs=1_ad088f21&cb=1672431033271&jobListingId=1008050647641&jrtk=3-0-1gliagmjrh4dd801-1gliagmkl2go2000-df2362b8a9f398fa-
PRICE WATERHOUSE COOPERS,Ready For Market - Data Governance - Manager,$75K - $112K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=524&ao=1136043&s=58&guid=0000018564a85a4689f6d80fa0da540b&src=GD_JOB_AD&t=SR&vt=w&cs=1_75452937&cb=1672431033271&jobListingId=1008323202662&jrtk=3-0-1gliagmjrh4dd801-1gliagmkl2go2000-eb930466646f083f-
McKinsey & Company,Principal Data Engineer - QuantumBlack Labs,$110K - $160K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=525&ao=1136043&s=58&guid=0000018564a85a4689f6d80fa0da540b&src=GD_JOB_AD&t=SR&vt=w&cs=1_c11ff9f4&cb=1672431033271&jobListingId=1008190257438&jrtk=3-0-1gliagmjrh4dd801-1gliagmkl2go2000-6889ffca5f256693-
Deloitte,Sales Executive - Artificial Intelligence (partnering with nVidia),,https://www.glassdoor.com/partner/jobListing.htm?pos=526&ao=1136043&s=58&guid=0000018564a85a4689f6d80fa0da540b&src=GD_JOB_AD&t=SR&vt=w&cs=1_f8773362&cb=1672431033272&jobListingId=1008166417248&jrtk=3-0-1gliagmjrh4dd801-1gliagmkl2go2000-911f33518017aaf1-
SEI,Data and Analytics Consultant,$84K - $114K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=527&ao=1136043&s=58&guid=0000018564a85a4689f6d80fa0da540b&src=GD_JOB_AD&t=SR&vt=w&cs=1_e6f1b285&cb=1672431033272&jobListingId=1008218348318&jrtk=3-0-1gliagmjrh4dd801-1gliagmkl2go2000-5482d0c3ca9efe91-
RELX,"Sr Data Scientist II (Auto Insurance Underwriting, Hybrid/Remote)",$53K - $74K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=528&ao=1136043&s=58&guid=0000018564a85a4689f6d80fa0da540b&src=GD_JOB_AD&t=SR&vt=w&cs=1_359c4dcd&cb=1672431033272&jobListingId=1008123901008&jrtk=3-0-1gliagmjrh4dd801-1gliagmkl2go2000-8895e5436c759d36-
Co-op Solutions,"Manager, Data Science - REMOTE",$74K - $111K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=529&ao=1136043&s=58&guid=0000018564a85a4689f6d80fa0da540b&src=GD_JOB_AD&t=SR&vt=w&cs=1_6f8eb798&cb=1672431033272&jobListingId=1008062688150&jrtk=3-0-1gliagmjrh4dd801-1gliagmkl2go2000-07a8b71498978a7a-
VIKTech LLC,Applied Research Mathematician- TS/SCI with Poly,$54K - $83K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=530&ao=1136043&s=58&guid=0000018564a85a4689f6d80fa0da540b&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_871e5040&cb=1672431033272&jobListingId=1007962543668&jrtk=3-0-1gliagmjrh4dd801-1gliagmkl2go2000-eae0f68286acfb55-
Skill Quotient,ML Engineer (Python test),$70K - $104K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=601&ao=1136043&s=58&guid=0000018564a8696ab43a76a4b84f052e&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_783b2212&cb=1672431037222&jobListingId=1008301849396&jrtk=3-0-1gliagqdfii28801-1gliagqe420ho000-a523289001f1fedc-
Honeywell,Sr. Data Science Manager,$83K - $118K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=602&ao=1136043&s=58&guid=0000018564a8696ab43a76a4b84f052e&src=GD_JOB_AD&t=SR&vt=w&cs=1_1d212056&cb=1672431037223&jobListingId=1008050647641&jrtk=3-0-1gliagqdfii28801-1gliagqe420ho000-df2362b8a9f398fa-
McKinsey & Company,Principal Data Engineer - QuantumBlack Labs,$110K - $160K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=603&ao=1136043&s=58&guid=0000018564a8696ab43a76a4b84f052e&src=GD_JOB_AD&t=SR&vt=w&cs=1_17e3565f&cb=1672431037223&jobListingId=1008190257438&jrtk=3-0-1gliagqdfii28801-1gliagqe420ho000-6889ffca5f256693-
Deloitte,Sales Executive - Artificial Intelligence (partnering with nVidia),,https://www.glassdoor.com/partner/jobListing.htm?pos=604&ao=1136043&s=58&guid=0000018564a8696ab43a76a4b84f052e&src=GD_JOB_AD&t=SR&vt=w&cs=1_dd20572a&cb=1672431037224&jobListingId=1008166417248&jrtk=3-0-1gliagqdfii28801-1gliagqe420ho000-911f33518017aaf1-
Co-op Solutions,"Manager, Data Science - REMOTE",$74K - $111K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=605&ao=1136043&s=58&guid=0000018564a8696ab43a76a4b84f052e&src=GD_JOB_AD&t=SR&vt=w&cs=1_89d66f8a&cb=1672431037224&jobListingId=1008062688150&jrtk=3-0-1gliagqdfii28801-1gliagqe420ho000-07a8b71498978a7a-
VIKTech LLC,Applied Research Mathematician- TS/SCI with Poly,$54K - $83K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=606&ao=1136043&s=58&guid=0000018564a8696ab43a76a4b84f052e&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_61468852&cb=1672431037224&jobListingId=1007962543668&jrtk=3-0-1gliagqdfii28801-1gliagqe420ho000-eae0f68286acfb55-
Carrier,"Specialist, Data Science & Analytics",$79K - $115K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=607&ao=1136043&s=58&guid=0000018564a8696ab43a76a4b84f052e&src=GD_JOB_AD&t=SR&vt=w&cs=1_de5906ef&cb=1672431037224&jobListingId=1008360965220&jrtk=3-0-1gliagqdfii28801-1gliagqe420ho000-16f843bb37fbcee1-
Capgemini,AWS Data Engineer,$77K - $104K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=608&ao=1136043&s=58&guid=0000018564a8696ab43a76a4b84f052e&src=GD_JOB_AD&t=SR&vt=w&cs=1_e83aa144&cb=1672431037225&jobListingId=1007578071327&jrtk=3-0-1gliagqdfii28801-1gliagqe420ho000-c148d6f50baabd96-
Keysight Technologies,AI/ML Engineer,$64K - $94K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=609&ao=1136043&s=58&guid=0000018564a8696ab43a76a4b84f052e&src=GD_JOB_AD&t=SR&vt=w&cs=1_98085f60&cb=1672431037225&jobListingId=1008324122246&jrtk=3-0-1gliagqdfii28801-1gliagqe420ho000-8f10acc76a73578b-
UKG (Ultimate Kronos Group),Senior Principal Data Scientist,$108K - $159K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=610&ao=1136043&s=58&guid=0000018564a8696ab43a76a4b84f052e&src=GD_JOB_AD&t=SR&vt=w&cs=1_31061266&cb=1672431037225&jobListingId=1008354333250&jrtk=3-0-1gliagqdfii28801-1gliagqe420ho000-64758d388421bb7a-
Brown & Brown Insurance,Senior Business Data Analyst,$81K - $112K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=611&ao=1136043&s=58&guid=0000018564a8696ab43a76a4b84f052e&src=GD_JOB_AD&t=SR&vt=w&cs=1_53dacaf8&cb=1672431037225&jobListingId=1008361167791&jrtk=3-0-1gliagqdfii28801-1gliagqe420ho000-5115df3cd774ca91-
Home Depot / THD,Director of Decision Science and Automation,,https://www.glassdoor.com/partner/jobListing.htm?pos=612&ao=1136043&s=58&guid=0000018564a8696ab43a76a4b84f052e&src=GD_JOB_AD&t=SR&vt=w&cs=1_5b051002&cb=1672431037226&jobListingId=1008366848009&jrtk=3-0-1gliagqdfii28801-1gliagqe420ho000-82d96649b767d295-
Recruiting From Scratch,Senior / Staff NLP Engineer (Speech to Text Startup),$190K - $230K (Employer est.),https://www.glassdoor.com/partner/jobListing.htm?pos=613&ao=1136043&s=58&guid=0000018564a8696ab43a76a4b84f052e&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_a19e8015&cb=1672431037226&jobListingId=1008081637298&jrtk=3-0-1gliagqdfii28801-1gliagqe420ho000-ade556ec98d169ae-
NCR,Data Scientist IV,$91K - $126K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=614&ao=1136043&s=58&guid=0000018564a8696ab43a76a4b84f052e&src=GD_JOB_AD&t=SR&vt=w&cs=1_0bfe6785&cb=1672431037226&jobListingId=1008142734480&jrtk=3-0-1gliagqdfii28801-1gliagqe420ho000-f07a5ce02957eb40-
Georgia Tech,"Senior Project Manager, Georgia Artificial Intelligence in Manufacturing (Hybrid, Open Rank)",$61K - $86K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=615&ao=1136043&s=58&guid=0000018564a8696ab43a76a4b84f052e&src=GD_JOB_AD&t=SR&vt=w&cs=1_2f12a0ba&cb=1672431037226&jobListingId=1008249846397&jrtk=3-0-1gliagqdfii28801-1gliagqe420ho000-aa5001f0473fb108-
Georgia Tech Research Institute,Artificial Intelligence Branch Head – GTRI - ICL - ACAID,$40K - $59K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=616&ao=1136043&s=58&guid=0000018564a8696ab43a76a4b84f052e&src=GD_JOB_AD&t=SR&vt=w&cs=1_e0fba774&cb=1672431037226&jobListingId=1008288858362&jrtk=3-0-1gliagqdfii28801-1gliagqe420ho000-e5fff0c781ce1388-
Georgia Tech Research Institute,AI/ML Engineer - ACL,$66K - $93K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=617&ao=1136043&s=58&guid=0000018564a8696ab43a76a4b84f052e&src=GD_JOB_AD&t=SR&vt=w&cs=1_43df9a35&cb=1672431037226&jobListingId=1008296695853&jrtk=3-0-1gliagqdfii28801-1gliagqe420ho000-0373299ddf9b3c61-
Virta Health,"Senior Machine Learning Engineer, Applied AI",,https://www.glassdoor.com/partner/jobListing.htm?pos=618&ao=1136043&s=58&guid=0000018564a8696ab43a76a4b84f052e&src=GD_JOB_AD&t=SR&vt=w&cs=1_5fca9622&cb=1672431037226&jobListingId=1008113647477&jrtk=3-0-1gliagqdfii28801-1gliagqe420ho000-ad59ed5bb5483eeb-
Boston Consulting Group,AI Security Engineer,,https://www.glassdoor.com/partner/jobListing.htm?pos=619&ao=1136043&s=58&guid=0000018564a8696ab43a76a4b84f052e&src=GD_JOB_AD&t=SR&vt=w&cs=1_06daacc6&cb=1672431037226&jobListingId=1007679169982&jrtk=3-0-1gliagqdfii28801-1gliagqe420ho000-802e997e953a0b77-
Global Payments,Senior Data Scientist,,https://www.glassdoor.com/partner/jobListing.htm?pos=620&ao=1136043&s=58&guid=0000018564a8696ab43a76a4b84f052e&src=GD_JOB_AD&t=SR&vt=w&cs=1_53e5c153&cb=1672431037226&jobListingId=1008226216785&jrtk=3-0-1gliagqdfii28801-1gliagqe420ho000-f4cfb5f510a6f0e2-
Boston Consulting Group,Forward-Deployed Data Engineer,,https://www.glassdoor.com/partner/jobListing.htm?pos=621&ao=1136043&s=58&guid=0000018564a8696ab43a76a4b84f052e&src=GD_JOB_AD&t=SR&vt=w&cs=1_41d08802&cb=1672431037227&jobListingId=1007682290007&jrtk=3-0-1gliagqdfii28801-1gliagqe420ho000-0cdeb99b5c2183c8-
"Carters, Inc",Senior Marketing Data Analyst (Hybrid),$73K - $104K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=622&ao=1136043&s=58&guid=0000018564a8696ab43a76a4b84f052e&src=GD_JOB_AD&t=SR&vt=w&cs=1_908564b8&cb=1672431037227&jobListingId=1008300431291&jrtk=3-0-1gliagqdfii28801-1gliagqe420ho000-af8af68178915bf6-
Elevance Health,Data Science Sol Consultant,$68K - $109K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=623&ao=1136043&s=58&guid=0000018564a8696ab43a76a4b84f052e&src=GD_JOB_AD&t=SR&vt=w&cs=1_e9a697af&cb=1672431037227&jobListingId=1008301403510&jrtk=3-0-1gliagqdfii28801-1gliagqe420ho000-52512acb9b0dc1cb-
"JPMorgan Chase Bank, N.A.",Software Engineer (Artificial Intelligence & Machine Learning),$87K - $123K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=624&ao=1136043&s=58&guid=0000018564a8696ab43a76a4b84f052e&src=GD_JOB_AD&t=SR&vt=w&cs=1_5b29bde0&cb=1672431037227&jobListingId=1008340323172&jrtk=3-0-1gliagqdfii28801-1gliagqe420ho000-8aeefc1265b10a6f-
Credera Experienced Hiring Job Board,Machine Learning Architect,$103K - $148K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=625&ao=1136043&s=58&guid=0000018564a8696ab43a76a4b84f052e&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_fd066b3c&cb=1672431037228&jobListingId=1007551107429&jrtk=3-0-1gliagqdfii28801-1gliagqe420ho000-c5f626e211ab273d-
Berkshire Hathaway Specialty Insurance,Catastrophe Analyst,$47K - $70K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=626&ao=1136043&s=58&guid=0000018564a8696ab43a76a4b84f052e&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_7eda6c93&cb=1672431037228&jobListingId=1007930464782&jrtk=3-0-1gliagqdfii28801-1gliagqe420ho000-0174f792c2566110-
